"","name","abrev","country","PubID","affiliation","year","country_study","Journal","Jour_country","Jour_continent"
"229","Kiessling, A","AK","Chile",26,"Latin America",2010,"Chile","Revista Chilena de Historia Natural","Chile","Latin America"
"230","Mardones, M","MMDA","Chile",26,"Latin America",2010,"Chile","Revista Chilena de Historia Natural","Chile","Latin America"
"231","Moya, C","CMY","Chile",26,"Latin America",2010,"Chile","Revista Chilena de Historia Natural","Chile","Latin America"
"232","Oyanedel, A","AOY","Chile",26,"Latin America",2010,"Chile","Revista Chilena de Historia Natural","Chile","Latin America"
"233","Salvo, J","JACSL","Chile",26,"Latin America",2010,"Chile","Revista Chilena de Historia Natural","Chile","Latin America"
"234","Olmos, V","VOM","Chile",26,"Latin America",2010,"Chile","Revista Chilena de Historia Natural","Chile","Latin America"
"235","Parra, O","OPRR","Chile",26,"Latin America",2010,"Chile","Revista Chilena de Historia Natural","Chile","Latin America"
"236","Nessimian, JL","JORLNEM","Brazil",27,"Latin America",2010,"Brazil","Zoologia","Brazil","Latin America"
"237","Dumas, LL","LLD","Brazil",27,"Latin America",2010,"Brazil","Zoologia","Brazil","Latin America"
"238","Acosta, R","RAUACO","Spain",31,"Europe",2010,"Peru","Fundamental and Applied Limnology","Germany","Europe"
"239","Prat, N","NARPRAF","Spain",31,"Europe",2010,"Peru","Fundamental and Applied Limnology","Germany","Europe"
"240","Roque, FO","FORQ","Brazil",33,"Latin America",2010,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"241","Siqueira, T","TSQU","Brazil",33,"Latin America",2010,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"242","Bini, LM","LMBI","Brazil",33,"Latin America",2010,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"243","Ribeiro, MC","MCRB","Brazil",33,"Latin America",2010,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"244","Tambosi, LR","LRTM","Brazil",33,"Latin America",2010,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"245","Ciocheti, G","GCI","Brazil",33,"Latin America",2010,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"246","Trivinho-Strixino, S","STSX","Brazil",33,"Latin America",2010,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"247","dos Santos, RB","RBS","Brazil",40,"Latin America",2010,"Brazil","Neotropical Entomology","United States","North America"
"248","Lopes, J","JLS","Brazil",40,"Latin America",2010,"Brazil","Neotropical Entomology","United States","North America"
"249","dos Santos, KB","KBS","Brazil",40,"Latin America",2010,"Brazil","Neotropical Entomology","United States","North America"
"250","Ligeiro, R","RAPLIG","Brazil",42,"Latin America",2010,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"251","Melo, AS","ASM","Brazil",42,"Latin America",2010,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"252","Callisto, M","MC","Brazil",42,"Latin America",2010,"Brazil","FRESHWATER BIOLOGY","United Kingdom","Europe"
"253","Marques Couceiro, SR","SRMC","Brazil",43,"Latin America",2010,"Brazil","Journal of Soils and Sediments","Germany","Europe"
"254","Hamada, N","NH","Brazil",43,"Latin America",2010,"Brazil","Journal of Soils and Sediments","Germany","Europe"
"255","Forsberg, BR","BRF","Brazil",43,"Latin America",2010,"Brazil","Journal of Soils and Sediments","Germany","Europe"
"256","Padovesi-Fonseca, C","CPF","Brazil",43,"Latin America",2010,"Brazil","Journal of Soils and Sediments","Germany","Europe"
"257","Schneck, F","FSCH","Brazil",45,"Latin America",2010,"Brazil","International Journal of Limnology","United States","North America"
"258","Melo, AS","ASM","Brazil",45,"Latin America",2010,"Brazil","International Journal of Limnology","United States","North America"
"259","Rodriguez-Barrios, J","JRB","Colombia",2,"Latin America",2011,"Colombia","Revista de Biologia Tropical","Costa Rica","Latin America"
"260","Ospina-Torres, R","RODOSPT","Colombia",2,"Latin America",2011,"Colombia","Revista de Biologia Tropical","Costa Rica","Latin America"
"261","Turizo-Correa, R","RTZC","Colombia",2,"Latin America",2011,"Colombia","Revista de Biologia Tropical","Costa Rica","Latin America"
"262","Rios-Touma, B","BRT","Ecuador",6,"Latin America",2011,"Ecuador","International Review of Hydrobiology","Germany","Europe"
"263","Encalada, AC","ACE","Ecuador",6,"Latin America",2011,"Ecuador","International Review of Hydrobiology","Germany","Europe"
"264","Prat Fornells, N","NARPRAF","Spain",6,"Europe",2011,"Ecuador","International Review of Hydrobiology","Germany","Europe"
"265","Hall, ROJr.","ROH","USA",8,"North America",2011,"Venezuela","Ecosphere","United States","North America"
"266","Taylor, BW","BWTY","USA",8,"North America",2011,"Venezuela","Ecosphere","United States","North America"
"267","Flecker, AS","ASF","USA",8,"North America",2011,"Venezuela","Ecosphere","United States","North America"
"268","Mormul, RP","RPML","Brazil",11,"Latin America",2011,"Brazil","BIOTROPICA","United States","North America"
"269","Thomaz, SM","SMTO","Brazil",11,"Latin America",2011,"Brazil","BIOTROPICA","United States","North America"
"270","Takeda, AM","AMTK","Brazil",11,"Latin America",2011,"Brazil","BIOTROPICA","United States","North America"
"271","Behrend, RD","RDB","Brazil",11,"Latin America",2011,"Brazil","BIOTROPICA","United States","North America"
"272","Kuhn, J","JKH","Denmark",13,"Europe",2011,"Ecuador","FRESHWATER BIOLOGY","United Kingdom","Europe"
"273","Andino, P","PA","Ecuador",13,"Latin America",2011,"Ecuador","FRESHWATER BIOLOGY","United Kingdom","Europe"
"274","Calvez, R","RC","France",13,"Europe",2011,"Ecuador","FRESHWATER BIOLOGY","United Kingdom","Europe"
"275","Espinosa, R","RODESP","Ecuador",13,"Latin America",2011,"Ecuador","FRESHWATER BIOLOGY","United Kingdom","Europe"
"276","Hamerlik, L","LADHAM","Denmark",13,"Europe",2011,"Ecuador","FRESHWATER BIOLOGY","United Kingdom","Europe"
"277","Vie, S","SVI","Denmark",13,"Europe",2011,"Ecuador","FRESHWATER BIOLOGY","United Kingdom","Europe"
"278","Dangles, O","OLIDAN","Ecuador",13,"Latin America",2011,"Ecuador","FRESHWATER BIOLOGY","United Kingdom","Europe"
"279","Jacobsen, D","DENJD","Denmark",13,"Europe",2011,"Ecuador","FRESHWATER BIOLOGY","United Kingdom","Europe"
"280","Souza, HML","HMLS","Brazil",16,"Latin America",2011,"Brazil","Iheringia Serie Zoologia","Brazil","Latin America"
"281","Cabette, HSR","HRSC","Brazil",16,"Latin America",2011,"Brazil","Iheringia Serie Zoologia","Brazil","Latin America"
"282","Juen, L","LEAJUEN","Brazil",16,"Latin America",2011,"Brazil","Iheringia Serie Zoologia","Brazil","Latin America"
"283","Maroneze, DM","DMMZ","Brazil",19,"Latin America",2011,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"284","Tupinambas, TH","THTP","Brazil",19,"Latin America",2011,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"285","Alves, CBM","CBMA","Brazil",19,"Latin America",2011,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"286","Vieira, F","FVEI","Brazil",19,"Latin America",2011,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"287","Pompeu, PS","PSPU","Brazil",19,"Latin America",2011,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"288","Callisto, M","MC","Brazil",19,"Latin America",2011,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"289","de Jesus-Crespo, R","REBJCRE","Puerto Rico",21,"Latin America",2011,"Puerto Rico","Journal of the North American Benthological Society","United States","North America"
"290","Ramirez, A","ALORAM","Puerto Rico",21,"Latin America",2011,"Puerto Rico","Journal of the North American Benthological Society","United States","North America"
"291","Simanonok, MP","MPSM","Chile",22,"Latin America",2011,"Chile","Forest Ecology and Management","Netherlands","Europe"
"292","Anderson, CB","CBA","Chile",22,"Latin America",2011,"Chile","Forest Ecology and Management","Netherlands","Europe"
"293","Martinez Pastur, G","GMP","Argentina",22,"Latin America",2011,"Chile","Forest Ecology and Management","Netherlands","Europe"
"294","Vanessa Lencinas, M","MVLE","Argentina",22,"Latin America",2011,"Chile","Forest Ecology and Management","Netherlands","Europe"
"295","Kennedy, JH","JKN","Chile",22,"Latin America",2011,"Chile","Forest Ecology and Management","Netherlands","Europe"
"296","Montoya M, Y","YMM","Colombia",25,"Latin America",2011,"Argentina","Caldasia","Colombia","Latin America"
"297","Acosta, Y","YEIACO","Colombia",25,"Latin America",2011,"Argentina","Caldasia","Colombia","Latin America"
"298","Zuluaga, E","EZLG","Colombia",25,"Latin America",2011,"Argentina","Caldasia","Colombia","Latin America"
"299","Acosta, R","RAUACO","Spain",26,"Europe",2011,"Peru","International Review of Hydrobiology","Germany","Europe"
"300","Prat, N","NARPRAF","Spain",26,"Europe",2011,"Peru","International Review of Hydrobiology","Germany","Europe"
"301","Rosa, BFJV","BFJR","Brazil",28,"Latin America",2011,"Brazil","Zoologia","Brazil","Latin America"
"302","da Silva, MVD","MARVDSIL","Brazil",28,"Latin America",2011,"Brazil","Zoologia","Brazil","Latin America"
"303","de Oliveira, VC","VCO","Brazil",28,"Latin America",2011,"Brazil","Zoologia","Brazil","Latin America"
"304","Martins, RT","RTM","Brazil",28,"Latin America",2011,"Brazil","Zoologia","Brazil","Latin America"
"305","Alves, RG","RGA","Brazil",28,"Latin America",2011,"Brazil","Zoologia","Brazil","Latin America"
"306","Suriani-Affonso, AL","ALSF","Brazil",32,"Latin America",2011,"Brazil","Brazilian Journal of Biology","Brazil","Latin America"
"307","Franca, RS","RSF","Brazil",32,"Latin America",2011,"Brazil","Brazilian Journal of Biology","Brazil","Latin America"
"308","Marchese, M","MERMAR","Argentina",32,"Latin America",2011,"Brazil","Brazilian Journal of Biology","Brazil","Latin America"
"309","Rocha, O","ORO","Brazil",32,"Latin America",2011,"Brazil","Brazilian Journal of Biology","Brazil","Latin America"
"310","de Jesus-Crespo, R","REBJCRE","USA",35,"North America",2011,"Puerto Rico","Physics and Chemistry of the Earth","United Kingdom","Europe"
"311","Ramirez, A","ALORAM","Puerto Rico",35,"Latin America",2011,"Puerto Rico","Physics and Chemistry of the Earth","United Kingdom","Europe"
"312","Dominguez-Granda, L","LEDG","Ecuador",37,"Latin America",2011,"Ecuador","Journal of Hydroinformatics","United Kingdom","Europe"
"313","Lock, K","KL","Belgium",37,"Europe",2011,"Ecuador","Journal of Hydroinformatics","United Kingdom","Europe"
"314","Goethals, PLM","PLMG","Belgium",37,"Europe",2011,"Ecuador","Journal of Hydroinformatics","United Kingdom","Europe"
"315","Segura, MO","MOS","Spain",1,"Europe",2012,"Brazil","Brazilian Journal of Biology","Brazil","Latin America"
"316","Fonseca-Gessner, AA","AAFG","Brazil",1,"Latin America",2012,"Brazil","Brazilian Journal of Biology","Brazil","Latin America"
"317","Spies, MR","MRS","Brazil",1,"Latin America",2012,"Brazil","Brazilian Journal of Biology","Brazil","Latin America"
"318","Siegloch, AE","AES","Brazil",1,"Latin America",2012,"Brazil","Brazilian Journal of Biology","Brazil","Latin America"
"319","Rios-Touma, B","BRT","Ecuador",2,"Latin America",2012,"Ecuador","Aquatic Biology","Germany","Europe"
"320","Prat, N","NARPRAF","Spain",2,"Europe",2012,"Ecuador","Aquatic Biology","Germany","Europe"
"321","Encalada, AC","ACE","Ecuador",2,"Latin America",2012,"Ecuador","Aquatic Biology","Germany","Europe"
"322","Molozzi, J","JM","Brazil",3,"Latin America",2012,"Brazil","Ecological Indicators","Netherlands","Europe"
"323","Feio, MJ","MJF","Portugal",3,"Europe",2012,"Brazil","Ecological Indicators","Netherlands","Europe"
"324","Salas, F","FS","Portugal",3,"Europe",2012,"Brazil","Ecological Indicators","Netherlands","Europe"
"325","Marques, JC","JCM","Portugal",3,"Europe",2012,"Brazil","Ecological Indicators","Netherlands","Europe"
"326","Callisto, M","MC","Brazil",3,"Latin America",2012,"Brazil","Ecological Indicators","Netherlands","Europe"
"327","Maltchik, L","LM","Brazil",4,"Latin America",2012,"Brazil","Revista de Biologia Tropical","Costa Rica","Latin America"
"328","Dalzochio, MS","MSD","Brazil",4,"Latin America",2012,"Brazil","Revista de Biologia Tropical","Costa Rica","Latin America"
"329","Stenert, C","CS","Brazil",4,"Latin America",2012,"Brazil","Revista de Biologia Tropical","Costa Rica","Latin America"
"330","Rolon, AS","ANASR","Brazil",4,"Latin America",2012,"Brazil","Revista de Biologia Tropical","Costa Rica","Latin America"
"331","Rios-Touma, B","BRT","Ecuador",5,"Latin America",2012,"Ecuador","Environmental Entomology","United States","North America"
"332","Encalada, AC","ACE","Ecuador",5,"Latin America",2012,"Ecuador","Environmental Entomology","United States","North America"
"333","Prat, N","NARPRAF","Spain",5,"Europe",2012,"Ecuador","Environmental Entomology","United States","North America"
"334","Hepp, LU","LUH","Brazil",6,"Latin America",2012,"Brazil","International Review of Hydrobiology","Germany","Europe"
"335","Landeiro, VL","VLL","Brazil",6,"Latin America",2012,"Brazil","International Review of Hydrobiology","Germany","Europe"
"336","Melo, AS","ASM","Brazil",6,"Latin America",2012,"Brazil","International Review of Hydrobiology","Germany","Europe"
"337","Floss, ECS","ECSF","Brazil",8,"Latin America",2012,"Brazil","Journal of Insect Science","United States","North America"
"338","Kotzian, CB","CBK","Brazil",8,"Latin America",2012,"Brazil","Journal of Insect Science","United States","North America"
"339","Spies, MR","MRS","Brazil",8,"Latin America",2012,"Brazil","Journal of Insect Science","United States","North America"
"340","Secretti, E","ES","Brazil",8,"Latin America",2012,"Brazil","Journal of Insect Science","United States","North America"
"341","Sanchez, AJ","AJS","Mexico",10,"Latin America",2012,"Mexico","Tecnologia y Ciencias del Agua","Mexico","Latin America"
"342","Salcedo, MA","MAS","Mexico",10,"Latin America",2012,"Mexico","Tecnologia y Ciencias del Agua","Mexico","Latin America"
"343","Macossay-Cortez, AA","AAMC","Mexico",10,"Latin America",2012,"Mexico","Tecnologia y Ciencias del Agua","Mexico","Latin America"
"344","Feria-Diaz, Y","YFD","Mexico",10,"Latin America",2012,"Mexico","Tecnologia y Ciencias del Agua","Mexico","Latin America"
"345","Vazquez, L","LV","Mexico",10,"Latin America",2012,"Mexico","Tecnologia y Ciencias del Agua","Mexico","Latin America"
"346","Ovando, N","NO","Mexico",10,"Latin America",2012,"Mexico","Tecnologia y Ciencias del Agua","Mexico","Latin America"
"347","Rosado, L","LR","Mexico",10,"Latin America",2012,"Mexico","Tecnologia y Ciencias del Agua","Mexico","Latin America"
"348","Echeverria-Saenz, S","SES","Costa Rica",15,"Latin America",2012,"Costa Rica","Science of the Total Environment","Netherlands","Europe"
"349","Mena, F","FREMN","Costa Rica",15,"Latin America",2012,"Costa Rica","Science of the Total Environment","Netherlands","Europe"
"350","Pinnock, M","MARVPB","Costa Rica",15,"Latin America",2012,"Costa Rica","Science of the Total Environment","Netherlands","Europe"
"351","Ruepert, C","CR","Costa Rica",15,"Latin America",2012,"Costa Rica","Science of the Total Environment","Netherlands","Europe"
"352","de la Cruz, E","EdlC","Costa Rica",15,"Latin America",2012,"Costa Rica","Science of the Total Environment","Netherlands","Europe"
"353","Campos, B","BRUC","Spain",15,"Europe",2012,"Costa Rica","Science of the Total Environment","Netherlands","Europe"
"354","Sanchez-Avila, J","JUNSA","Spain",15,"Europe",2012,"Costa Rica","Science of the Total Environment","Netherlands","Europe"
"355","Lacorte, S","SILLAC","Spain",15,"Europe",2012,"Costa Rica","Science of the Total Environment","Netherlands","Europe"
"356","Solano, K","KS","Costa Rica",15,"Latin America",2012,"Costa Rica","Science of the Total Environment","Netherlands","Europe"
"357","Barata, C","CB","Spain",15,"Europe",2012,"Costa Rica","Science of the Total Environment","Netherlands","Europe"
"358","Armendariz, L","LA","Argentina",16,"Latin America",2012,"Argentina","Limnologica","Germany","Europe"
"359","Ocon, C","CARSOCON","Argentina",16,"Latin America",2012,"Argentina","Limnologica","Germany","Europe"
"360","Rodrigues Capitulo, A","ALBRC","Argentina",16,"Latin America",2012,"Argentina","Limnologica","Germany","Europe"
"361","Chara-Serna, AM","AMCS","Colombia",20,"Latin America",2012,"Colombia","International Journal of Limnology","United States","North America"
"362","Chara, JD","JULCHA","Colombia",20,"Latin America",2012,"Colombia","International Journal of Limnology","United States","North America"
"363","del Carmen Zuniga, M","MARDCZUN","Colombia",20,"Latin America",2012,"Colombia","International Journal of Limnology","United States","North America"
"364","Pearson, RG","RGP","Australia",20,"Latin America",2012,"Colombia","International Journal of Limnology","United States","North America"
"365","Boyero, L","LUZBOY","Australia",20,"Latin America",2012,"Colombia","International Journal of Limnology","United States","North America"
"366","Beghelli, F","FGSBG","Brazil",22,"Latin America",2012,"Brazil","Biota Neotropica","Brazil","Latin America"
"367","Dos Santos, ACA","ACADS","Brazil",22,"Latin America",2012,"Brazil","Biota Neotropica","Brazil","Latin America"
"368","Urso-Guimaraes, MV","MVUG","Brazil",22,"Latin America",2012,"Brazil","Biota Neotropica","Brazil","Latin America"
"369","Calijuri, MC","MdCC","Brazil",22,"Latin America",2012,"Brazil","Biota Neotropica","Brazil","Latin America"
"370","Roque, FO","FOR","Brazil",23,"Latin America",2012,"Brazil","Biota Neotropica","Brazil","Latin America"
"371","Melo Lima, DV","DVLM","Brazil",23,"Latin America",2012,"Brazil","Biota Neotropica","Brazil","Latin America"
"372","Siqueira, T","TS","Brazil",23,"Latin America",2012,"Brazil","Biota Neotropica","Brazil","Latin America"
