main ,coauthor,PubID,year
LB,JB,5,2004
IEMD,MRM,6,2004
IEMD,KMW,6,2004
DNFB,DRFB,8,2004
DNFB,JLN,8,2004
DNFB,ME,8,2004
LNM,MC,10,2004
AWR,KRL,11,2004
AWR,CMP,11,2004
AWR,MRW,11,2004
AWR,RJB,11,2004
SF,TBO,15,2004
SF,MCC,15,2004
LB,JB,19,2004
