main ,coauthor,PubID,year
LRM,MRF,3,2005
TDS,STS,5,2005
OFG,RGMN,10,2005
OFG,SNN,10,2005
HDE,DRV,12,2005
HDE,HND,12,2005
MC,MCG,17,2005
CCLL,ACS,17,2005
CCLL,GAM,17,2005
CCLL,SXC,17,2005
MCG,MC,20,2005
